,cd_geocmu,data,ordem_dia,localidade,novos_obitos,MM7,variacao_per_MM7_14dias,tendencia_novos_obitos
8395,5218300,2020-08-02,51,POSSE,0,0,0,estavel
8396,5218391,2020-08-02,114,PROFESSOR JAMIL,0,0,-100,decrescente
8397,5218508,2020-08-02,63,QUIRINÓPOLIS,0,0.29,100,crescente
8398,5218607,2020-08-02,18,RIALMA,0,0,,
8399,5218805,2020-08-02,95,RIO VERDE,1,1.43,66.67,crescente
8400,5218904,2020-08-02,65,RUBIATABA,0,0,0,estavel
8401,5219001,2020-08-02,41,SANCLERLÂNDIA,0,0.14,Inf,crescente
8402,5219100,2020-08-02,46,SANTA BÁRBARA DE GOIÁS,0,0,0,estavel
8403,5219308,2020-08-02,45,SANTA HELENA DE GOIÁS,0,0.57,33.33,crescente
8404,5219357,2020-08-02,9,SANTA ISABEL,0,0,,
8405,5219456,2020-08-02,19,SANTA RITA DO NOVO DESTINO,0,0,,
8406,5219506,2020-08-02,63,SANTA ROSA DE GOIÁS,0,0,0,estavel
8407,5219712,2020-08-02,46,SANTO ANTÔNIO DA BARRA,0,0.14,Inf,crescente
8408,5219738,2020-08-02,90,SANTO ANTÔNIO DE GOIÁS,0,0,0,estavel
8409,5219753,2020-08-02,82,SANTO ANTÔNIO DO DESCOBERTO,0,0.57,0,estavel
8410,5219902,2020-08-02,3,SÃO FRANCISCO DE GOIÁS,0,,,
8411,5220009,2020-08-02,73,SÃO JOÃO D'ALIANÇA,0,0,0,estavel
8412,5220108,2020-08-02,43,SÃO LUÍS DE MONTES BELOS,0,0.14,0,estavel
8413,5220405,2020-08-02,70,SÃO SIMÃO,0,0,0,estavel
8414,5220454,2020-08-02,90,SENADOR CANEDO,1,1,-30,decrescente
8415,5220603,2020-08-02,50,SILVÂNIA,0,0,0,estavel
8416,5221007,2020-08-02,29,TAQUARAL DE GOIÁS,0,0,0,estavel
8417,5221197,2020-08-02,52,TEREZÓPOLIS DE GOIÁS,0,0,-100,decrescente
8418,5221304,2020-08-02,7,TRÊS RANCHOS,0,0.14,,
8419,5221403,2020-08-02,83,TRINDADE,0,0.86,-14.29,estavel
8420,5221502,2020-08-02,28,TURVÂNIA,0,0,-100,decrescente
8421,5221551,2020-08-02,40,TURVELÂNDIA,0,0,0,estavel
8422,5221601,2020-08-02,66,URUAÇU,1,0.14,Inf,crescente
8423,5221700,2020-08-02,13,URUANA,0,0,,
8424,5221858,2020-08-02,128,VALPARAÍSO DE GOIÁS,0,0.71,-58.33,decrescente
8425,5222005,2020-08-02,27,VIANÓPOLIS,0,0,0,estavel
8426,5222054,2020-08-02,60,VICENTINÓPOLIS,0,0,-100,decrescente
8427,5222302,2020-08-02,36,VILA PROPÍCIO,0,0,-100,decrescente
8428,52,2020-08-03,133,GOIÁS,63,45.14,13.26,estavel
8429,5200050,2020-08-03,31,ABADIA DE GOIÁS,0,0.14,Inf,crescente
8430,5200100,2020-08-03,51,ABADIÂNIA,0,0,0,estavel
8431,5200134,2020-08-03,55,ACREÚNA,1,0.14,0,estavel
8432,5200258,2020-08-03,101,ÁGUAS LINDAS DE GOIÁS,0,0.86,-33.33,decrescente
8433,5200308,2020-08-03,53,ALEXÂNIA,0,0,-100,decrescente
8434,5200506,2020-08-03,19,ALOÂNDIA,0,0,,
8435,5200555,2020-08-03,25,ALTO HORIZONTE,0,0,0,estavel
8436,5200803,2020-08-03,5,ALVORADA DO NORTE,0,,,
8437,5200852,2020-08-03,49,AMERICANO DO BRASIL,0,0,-100,decrescente
8438,5201108,2020-08-03,102,ANÁPOLIS,4,2.71,90,crescente
8439,5201207,2020-08-03,21,ANHANGUERA,0,0.14,-50,decrescente
8440,5201306,2020-08-03,20,ANICUNS,0,0.14,,
8441,5201405,2020-08-03,119,APARECIDA DE GOIÂNIA,9,7.29,112.5,crescente
8442,5201454,2020-08-03,56,APARECIDA DO RIO DOCE,0,0,0,estavel
8443,5201702,2020-08-03,47,ARAGARÇAS,0,0.14,-66.67,decrescente
8444,5201801,2020-08-03,65,ARAGOIÂNIA,0,0,0,estavel
8445,5202155,2020-08-03,75,ARAGUAPAZ,0,0,0,estavel
8446,5202809,2020-08-03,28,AVELINÓPOLIS,0,0,0,estavel
8447,5203302,2020-08-03,96,BELA VISTA DE GOIÁS,1,0.14,Inf,crescente
8448,5203401,2020-08-03,29,BOM JARDIM DE GOIÁS,0,0,0,estavel
8449,5203500,2020-08-03,34,BOM JESUS DE GOIÁS,0,0.14,Inf,crescente
8450,5203559,2020-08-03,57,BONFINÓPOLIS,0,0,0,estavel
8451,5203575,2020-08-03,26,BONÓPOLIS,0,0,0,estavel
8452,5203609,2020-08-03,9,BRAZABRANTES,0,0.14,,
8453,5203807,2020-08-03,6,BRITÂNIA,0,,,
8454,5204003,2020-08-03,78,CABECEIRAS,0,0,0,estavel
8455,5204102,2020-08-03,36,CACHOEIRA ALTA,0,0.14,Inf,crescente
8456,5204300,2020-08-03,53,CAÇU,0,0,0,estavel
8457,5204508,2020-08-03,89,CALDAS NOVAS,2,0.86,500,crescente
8458,5204607,2020-08-03,14,CAMPESTRE DE GOIÁS,0,0,,
8459,5204706,2020-08-03,20,CAMPINORTE,1,0.29,,
8460,5204854,2020-08-03,26,CAMPO LIMPO DE GOIÁS,0,0,0,estavel
8461,5204904,2020-08-03,96,CAMPOS BELOS,0,0,0,estavel
8462,5205000,2020-08-03,44,CARMO DO RIO VERDE,0,0,0,estavel
8463,5205059,2020-08-03,8,CASTELÂNDIA,0,0,,
8464,5205109,2020-08-03,73,CATALÃO,1,0.71,-16.67,decrescente
8465,5205208,2020-08-03,19,CATURAÍ,0,0.14,,
8466,5205406,2020-08-03,55,CERES,0,0,-100,decrescente
8467,5205455,2020-08-03,46,CEZARINA,0,0.14,0,estavel
8468,5205471,2020-08-03,29,CHAPADÃO DO CÉU,0,0,0,estavel
8469,5205497,2020-08-03,82,CIDADE OCIDENTAL,2,0.43,200,crescente
8470,5205513,2020-08-03,57,COCALZINHO DE GOIÁS,0,0.14,Inf,crescente
8471,5205521,2020-08-03,17,COLINAS DO SUL,0,0,,
8472,5205901,2020-08-03,110,CORUMBAÍBA,0,0,0,estavel
8473,5206206,2020-08-03,92,CRISTALINA,0,0.14,-75,decrescente
8474,5206305,2020-08-03,11,CRISTIANÓPOLIS,0,0,,
8475,5206404,2020-08-03,43,CRIXÁS,0,0,0,estavel
8476,5206602,2020-08-03,27,CUMARI,0,0,0,estavel
8477,5206800,2020-08-03,34,DAMOLÂNDIA,0,0,0,estavel
8478,5207253,2020-08-03,21,DOVERLÂNDIA,0,0,-100,decrescente
8479,5207402,2020-08-03,63,EDÉIA,0,0.14,Inf,crescente
8480,5207600,2020-08-03,22,FAZENDA NOVA,0,0,0,estavel
8481,5207808,2020-08-03,45,FIRMINÓPOLIS,0,0,-100,decrescente
8482,5207907,2020-08-03,36,FLORES DE GOIÁS,0,0,0,estavel
8483,5208004,2020-08-03,75,FORMOSA,1,0.86,0,estavel
8484,5208103,2020-08-03,8,FORMOSO,0,0,,
8485,5208301,2020-08-03,41,DIVINÓPOLIS DE GOIÁS,0,0,0,estavel
8486,5208400,2020-08-03,56,GOIANÁPOLIS,0,0,0,estavel
8487,5208509,2020-08-03,124,GOIANDIRA,0,0,0,estavel
8488,5208608,2020-08-03,126,GOIANÉSIA,1,0.14,-50,decrescente
8489,5208707,2020-08-03,125,GOIÂNIA,19,13.86,46.97,crescente
8490,5208806,2020-08-03,76,GOIANIRA,1,0.57,100,crescente
8491,5208905,2020-08-03,30,CIDADE DE GOIÁS,0,0.29,Inf,crescente
8492,5209101,2020-08-03,88,GOIATUBA,0,0.14,-66.67,decrescente
8493,5209200,2020-08-03,40,GUAPÓ,0,0.14,Inf,crescente
8494,5209291,2020-08-03,62,GUARAÍTA,0,0,0,estavel
8495,5209606,2020-08-03,1,HEITORAÍ,1,,,
8496,5209705,2020-08-03,91,HIDROLÂNDIA,0,0,-100,decrescente
8497,5209804,2020-08-03,18,HIDROLINA,0,0,,
8498,5209903,2020-08-03,47,IACIARA,0,0,0,estavel
8499,5209937,2020-08-03,29,INACIOLÂNDIA,0,0,-100,decrescente
8500,5209952,2020-08-03,28,INDIARA,0,0,-100,decrescente
8501,5210000,2020-08-03,51,INHUMAS,0,0,-100,decrescente
8502,5210109,2020-08-03,104,IPAMERI,1,0.14,Inf,crescente
8503,5210208,2020-08-03,96,IPORÁ,0,0.71,150,crescente
8504,5210307,2020-08-03,14,ISRAELÂNDIA,0,0,,
8505,5210406,2020-08-03,76,ITABERAÍ,0,0.29,-33.33,decrescente
8506,5210562,2020-08-03,42,ITAGUARI,0,0,0,estavel
8507,5210604,2020-08-03,17,ITAGUARU,0,0,,
8508,5210901,2020-08-03,35,ITAPACI,1,0.14,0,estavel
8509,5211008,2020-08-03,6,ITAPIRAPUÃ,0,,,
8510,5211206,2020-08-03,43,ITAPURANGA,0,0.29,100,crescente
8511,5211404,2020-08-03,30,ITAUÇU,0,0.14,0,estavel
8512,5211503,2020-08-03,85,ITUMBIARA,2,0.71,Inf,crescente
8513,5211701,2020-08-03,53,JANDAIA,0,0,-100,decrescente
8514,5211800,2020-08-03,66,JARAGUÁ,0,0.14,Inf,crescente
8515,5211909,2020-08-03,78,JATAÍ,0,0.43,-62.5,decrescente
8516,5212006,2020-08-03,19,JAUPACI,0,0,,
8517,5212105,2020-08-03,87,JOVIÂNIA,0,0,-100,decrescente
8518,5212204,2020-08-03,62,JUSSARA,0,0,-100,decrescente
8519,5212303,2020-08-03,42,LEOPOLDO DE BULHÕES,0,0,0,estavel
8520,5212501,2020-08-03,133,LUZIÂNIA,3,1.14,14.29,estavel
8521,5212600,2020-08-03,25,MAIRIPOTABA,0,0,0,estavel
8522,5212808,2020-08-03,93,MARA ROSA,0,0,0,estavel
8523,5213004,2020-08-03,71,MAURILÂNDIA,0,0,0,estavel
8524,5213053,2020-08-03,45,MIMOSO DE GOIÁS,0,0,0,estavel
8525,5213087,2020-08-03,17,MINAÇU,0,0,,
8526,5213103,2020-08-03,63,MINEIROS,1,0.57,0,estavel
8527,5213400,2020-08-03,5,MOIPORÁ,0,,,
8528,5213756,2020-08-03,39,MONTIVIDIU,0,0,0,estavel
8529,5213806,2020-08-03,88,MORRINHOS,1,0.43,0,estavel
8530,5213905,2020-08-03,64,MOSSÂMEDES,0,0,0,estavel
8531,5214002,2020-08-03,44,MOZARLÂNDIA,0,0.14,-50,decrescente
8532,5214408,2020-08-03,33,NAZÁRIO,1,0.14,Inf,crescente
8533,5214507,2020-08-03,108,NERÓPOLIS,0,0,-100,decrescente
8534,5214606,2020-08-03,50,NIQUELÂNDIA,1,0.57,300,crescente
8535,5214804,2020-08-03,40,NOVA AURORA,0,0,0,estavel
8536,5214838,2020-08-03,28,NOVA CRIXÁS,0,0.14,Inf,crescente
8537,5214861,2020-08-03,26,NOVA GLÓRIA,0,0,-100,decrescente
8538,5214879,2020-08-03,19,NOVA IGUAÇU DE GOIÁS,0,0,,
8539,5215009,2020-08-03,12,NOVA VENEZA,0,0.14,,
8540,5215231,2020-08-03,102,NOVO GAMA,1,0.57,-33.33,decrescente
8541,5215306,2020-08-03,1,ORIZONA,1,,,
8542,5215504,2020-08-03,19,OUVIDOR,0,0,,
8543,5215603,2020-08-03,52,PADRE BERNARDO,1,0.29,100,crescente
8544,5215702,2020-08-03,76,PALMEIRAS DE GOIÁS,1,0.14,0,estavel
8545,5215900,2020-08-03,94,PALMINÓPOLIS,0,0,0,estavel
8546,5216007,2020-08-03,41,PANAMÁ,0,0,0,estavel
8547,5216304,2020-08-03,50,PARANAIGUARA,0,0,-100,decrescente
8548,5216403,2020-08-03,121,PARAÚNA,0,0,0,estavel
8549,5216809,2020-08-03,21,PETROLINA DE GOIÁS,0,0,-100,decrescente
8550,5217104,2020-08-03,92,PIRACANJUBA,0,0.29,Inf,crescente
8551,5217203,2020-08-03,32,PIRANHAS,0,0,-100,decrescente
8552,5217302,2020-08-03,2,PIRENÓPOLIS,0,,,
8553,5217401,2020-08-03,120,PIRES DO RIO,0,0.14,-88.89,decrescente
8554,5217609,2020-08-03,99,PLANALTINA,0,0.14,0,estavel
8555,5217708,2020-08-03,7,PONTALINA,0,0.14,,
8556,5218003,2020-08-03,68,PORANGATU,0,0.14,0,estavel
8557,5218052,2020-08-03,3,PORTEIRÃO,0,,,
8558,5218102,2020-08-03,81,PORTELÂNDIA,0,0,0,estavel
8559,5218300,2020-08-03,52,POSSE,0,0,0,estavel
8560,5218391,2020-08-03,115,PROFESSOR JAMIL,0,0,-100,decrescente
8561,5218508,2020-08-03,64,QUIRINÓPOLIS,0,0.14,Inf,crescente
8562,5218607,2020-08-03,19,RIALMA,0,0,,
8563,5218805,2020-08-03,96,RIO VERDE,0,1.14,100,crescente
8564,5218904,2020-08-03,66,RUBIATABA,0,0,0,estavel
8565,5219001,2020-08-03,42,SANCLERLÂNDIA,1,0.14,Inf,crescente
8566,5219100,2020-08-03,47,SANTA BÁRBARA DE GOIÁS,0,0,0,estavel
8567,5219308,2020-08-03,46,SANTA HELENA DE GOIÁS,0,0.43,0,estavel
8568,5219357,2020-08-03,10,SANTA ISABEL,0,0,,
8569,5219456,2020-08-03,20,SANTA RITA DO NOVO DESTINO,0,0,,
8570,5219506,2020-08-03,64,SANTA ROSA DE GOIÁS,0,0,0,estavel
8571,5219712,2020-08-03,47,SANTO ANTÔNIO DA BARRA,0,0.14,Inf,crescente
8572,5219738,2020-08-03,91,SANTO ANTÔNIO DE GOIÁS,0,0,0,estavel
8573,5219753,2020-08-03,83,SANTO ANTÔNIO DO DESCOBERTO,0,0.29,-50,decrescente
8574,5219902,2020-08-03,4,SÃO FRANCISCO DE GOIÁS,0,,,
8575,5220009,2020-08-03,74,SÃO JOÃO D'ALIANÇA,0,0,0,estavel
8576,5220108,2020-08-03,44,SÃO LUÍS DE MONTES BELOS,0,0.14,-50,decrescente
8577,5220405,2020-08-03,71,SÃO SIMÃO,0,0,0,estavel
8578,5220454,2020-08-03,91,SENADOR CANEDO,0,0.43,-72.73,decrescente
8579,5220603,2020-08-03,51,SILVÂNIA,0,0,0,estavel
8580,5221007,2020-08-03,30,TAQUARAL DE GOIÁS,0,0,0,estavel
8581,5221197,2020-08-03,53,TEREZÓPOLIS DE GOIÁS,0,0,-100,decrescente
8582,5221304,2020-08-03,8,TRÊS RANCHOS,0,0,,
8583,5221403,2020-08-03,84,TRINDADE,1,0.71,-37.5,decrescente
8584,5221502,2020-08-03,29,TURVÂNIA,0,0,-100,decrescente
8585,5221551,2020-08-03,41,TURVELÂNDIA,0,0,0,estavel
8586,5221601,2020-08-03,67,URUAÇU,0,0.14,0,estavel
8587,5221700,2020-08-03,14,URUANA,0,0,,
8588,5221858,2020-08-03,129,VALPARAÍSO DE GOIÁS,2,0.86,-45.45,decrescente
8589,5222005,2020-08-03,28,VIANÓPOLIS,0,0,0,estavel
8590,5222054,2020-08-03,61,VICENTINÓPOLIS,0,0,0,estavel
8591,5222302,2020-08-03,37,VILA PROPÍCIO,0,0,-100,decrescente
8592,52,2020-08-04,134,GOIÁS,44,43,8.27,estavel
8593,5200050,2020-08-04,32,ABADIA DE GOIÁS,0,0.14,Inf,crescente
8594,5200100,2020-08-04,52,ABADIÂNIA,0,0,-100,decrescente
8595,5200134,2020-08-04,56,ACREÚNA,0,0.14,0,estavel
8596,5200258,2020-08-04,102,ÁGUAS LINDAS DE GOIÁS,0,0.71,-50,decrescente
8597,5200308,2020-08-04,54,ALEXÂNIA,0,0,-100,decrescente
8598,5200506,2020-08-04,20,ALOÂNDIA,0,0,,
8599,5200555,2020-08-04,26,ALTO HORIZONTE,0,0,0,estavel
8600,5200803,2020-08-04,6,ALVORADA DO NORTE,0,,,
8601,5200852,2020-08-04,50,AMERICANO DO BRASIL,1,0.14,0,estavel
8602,5201108,2020-08-04,103,ANÁPOLIS,3,2,0,estavel
8603,5201207,2020-08-04,22,ANHANGUERA,0,0.14,0,estavel
8604,5201306,2020-08-04,21,ANICUNS,1,0.29,100,crescente
8605,5201405,2020-08-04,120,APARECIDA DE GOIÂNIA,8,6.86,100,crescente
8606,5201454,2020-08-04,57,APARECIDA DO RIO DOCE,0,0,0,estavel
8607,5201702,2020-08-04,48,ARAGARÇAS,0,0.14,-75,decrescente
8608,5201801,2020-08-04,66,ARAGOIÂNIA,0,0,0,estavel
8609,5202155,2020-08-04,76,ARAGUAPAZ,0,0,0,estavel
8610,5202809,2020-08-04,29,AVELINÓPOLIS,0,0,0,estavel
8611,5203302,2020-08-04,97,BELA VISTA DE GOIÁS,0,0.14,Inf,crescente
8612,5203401,2020-08-04,30,BOM JARDIM DE GOIÁS,0,0,0,estavel
8613,5203500,2020-08-04,35,BOM JESUS DE GOIÁS,0,0.14,Inf,crescente
8614,5203559,2020-08-04,58,BONFINÓPOLIS,0,0,-100,decrescente
8615,5203575,2020-08-04,27,BONÓPOLIS,0,0,0,estavel
8616,5203609,2020-08-04,10,BRAZABRANTES,0,0.14,,
8617,5203807,2020-08-04,7,BRITÂNIA,0,0.14,,
8618,5203939,2020-08-04,1,BURITI DE GOIÁS,1,,,
8619,5204003,2020-08-04,79,CABECEIRAS,0,0,0,estavel
8620,5204102,2020-08-04,37,CACHOEIRA ALTA,0,0.14,Inf,crescente
8621,5204300,2020-08-04,54,CAÇU,0,0,0,estavel
8622,5204508,2020-08-04,90,CALDAS NOVAS,1,0.71,400,crescente
8623,5204607,2020-08-04,15,CAMPESTRE DE GOIÁS,0,0,,
8624,5204706,2020-08-04,21,CAMPINORTE,0,0.14,0,estavel
8625,5204854,2020-08-04,27,CAMPO LIMPO DE GOIÁS,0,0,0,estavel
8626,5204904,2020-08-04,97,CAMPOS BELOS,0,0,0,estavel
8627,5205000,2020-08-04,45,CARMO DO RIO VERDE,0,0,0,estavel
8628,5205059,2020-08-04,9,CASTELÂNDIA,0,0,,
8629,5205109,2020-08-04,74,CATALÃO,0,0.71,-16.67,decrescente
8630,5205208,2020-08-04,20,CATURAÍ,0,0,,
8631,5205406,2020-08-04,56,CERES,0,0,-100,decrescente
8632,5205455,2020-08-04,47,CEZARINA,0,0.14,0,estavel
8633,5205471,2020-08-04,30,CHAPADÃO DO CÉU,0,0,0,estavel
8634,5205497,2020-08-04,83,CIDADE OCIDENTAL,0,0.29,0,estavel
8635,5205513,2020-08-04,58,COCALZINHO DE GOIÁS,0,0.14,Inf,crescente
8636,5205521,2020-08-04,18,COLINAS DO SUL,0,0,,
8637,5205901,2020-08-04,111,CORUMBAÍBA,0,0,0,estavel
8638,5206206,2020-08-04,93,CRISTALINA,0,0.14,-66.67,decrescente
8639,5206305,2020-08-04,12,CRISTIANÓPOLIS,0,0,,
8640,5206404,2020-08-04,44,CRIXÁS,0,0,0,estavel
8641,5206602,2020-08-04,28,CUMARI,0,0,0,estavel
8642,5206800,2020-08-04,35,DAMOLÂNDIA,0,0,0,estavel
8643,5207253,2020-08-04,22,DOVERLÂNDIA,0,0,0,estavel
8644,5207402,2020-08-04,64,EDÉIA,0,0.14,Inf,crescente
8645,5207600,2020-08-04,23,FAZENDA NOVA,0,0,0,estavel
8646,5207808,2020-08-04,46,FIRMINÓPOLIS,0,0,-100,decrescente
8647,5207907,2020-08-04,37,FLORES DE GOIÁS,0,0,0,estavel
8648,5208004,2020-08-04,76,FORMOSA,0,0.57,-20,decrescente
8649,5208103,2020-08-04,9,FORMOSO,0,0,,
8650,5208301,2020-08-04,42,DIVINÓPOLIS DE GOIÁS,0,0,0,estavel
8651,5208400,2020-08-04,57,GOIANÁPOLIS,0,0,0,estavel
8652,5208509,2020-08-04,125,GOIANDIRA,0,0,0,estavel
8653,5208608,2020-08-04,127,GOIANÉSIA,0,0.14,-75,decrescente
8654,5208707,2020-08-04,126,GOIÂNIA,14,13.43,25.33,crescente
8655,5208806,2020-08-04,77,GOIANIRA,0,0.57,300,crescente
8656,5208905,2020-08-04,31,CIDADE DE GOIÁS,0,0.29,Inf,crescente
8657,5209101,2020-08-04,89,GOIATUBA,0,0.14,-66.67,decrescente
8658,5209200,2020-08-04,41,GUAPÓ,0,0.14,Inf,crescente
8659,5209291,2020-08-04,63,GUARAÍTA,0,0,0,estavel
8660,5209606,2020-08-04,2,HEITORAÍ,0,,,
8661,5209705,2020-08-04,92,HIDROLÂNDIA,0,0,-100,decrescente
8662,5209804,2020-08-04,19,HIDROLINA,0,0,,
8663,5209903,2020-08-04,48,IACIARA,0,0,0,estavel
8664,5209937,2020-08-04,30,INACIOLÂNDIA,0,0,-100,decrescente
8665,5209952,2020-08-04,29,INDIARA,0,0,-100,decrescente
8666,5210000,2020-08-04,52,INHUMAS,0,0,-100,decrescente
8667,5210109,2020-08-04,105,IPAMERI,0,0.14,Inf,crescente
8668,5210208,2020-08-04,97,IPORÁ,0,0.43,200,crescente
8669,5210307,2020-08-04,15,ISRAELÂNDIA,0,0,,
8670,5210406,2020-08-04,77,ITABERAÍ,0,0.29,-33.33,decrescente
8671,5210562,2020-08-04,43,ITAGUARI,0,0,0,estavel
8672,5210604,2020-08-04,18,ITAGUARU,0,0,,
8673,5210901,2020-08-04,36,ITAPACI,0,0.14,0,estavel
8674,5211008,2020-08-04,7,ITAPIRAPUÃ,0,0.14,,
8675,5211206,2020-08-04,44,ITAPURANGA,0,0.29,100,crescente
8676,5211404,2020-08-04,31,ITAUÇU,0,0.14,0,estavel
8677,5211503,2020-08-04,86,ITUMBIARA,0,0.71,400,crescente
8678,5211701,2020-08-04,54,JANDAIA,0,0,-100,decrescente
8679,5211800,2020-08-04,67,JARAGUÁ,1,0.29,Inf,crescente
8680,5211909,2020-08-04,79,JATAÍ,0,0.43,-25,decrescente
8681,5212006,2020-08-04,20,JAUPACI,0,0,,
8682,5212105,2020-08-04,88,JOVIÂNIA,0,0,-100,decrescente
8683,5212204,2020-08-04,63,JUSSARA,0,0,-100,decrescente
8684,5212303,2020-08-04,43,LEOPOLDO DE BULHÕES,0,0,0,estavel
8685,5212501,2020-08-04,134,LUZIÂNIA,2,1.14,14.29,estavel
8686,5212600,2020-08-04,26,MAIRIPOTABA,0,0,0,estavel
8687,5212808,2020-08-04,94,MARA ROSA,0,0,0,estavel
8688,5213004,2020-08-04,72,MAURILÂNDIA,0,0,0,estavel
8689,5213053,2020-08-04,46,MIMOSO DE GOIÁS,0,0,0,estavel
8690,5213087,2020-08-04,18,MINAÇU,0,0,,
8691,5213103,2020-08-04,64,MINEIROS,2,0.86,50,crescente
8692,5213400,2020-08-04,6,MOIPORÁ,0,,,
8693,5213756,2020-08-04,40,MONTIVIDIU,0,0,-100,decrescente
8694,5213806,2020-08-04,89,MORRINHOS,0,0.43,0,estavel
8695,5213905,2020-08-04,65,MOSSÂMEDES,0,0,0,estavel
8696,5214002,2020-08-04,45,MOZARLÂNDIA,0,0,-100,decrescente
8697,5214408,2020-08-04,34,NAZÁRIO,0,0.14,Inf,crescente
8698,5214507,2020-08-04,109,NERÓPOLIS,0,0,-100,decrescente
8699,5214606,2020-08-04,51,NIQUELÂNDIA,1,0.71,400,crescente
8700,5214804,2020-08-04,41,NOVA AURORA,0,0,0,estavel
8701,5214838,2020-08-04,29,NOVA CRIXÁS,0,0.14,Inf,crescente
8702,5214861,2020-08-04,27,NOVA GLÓRIA,0,0,-100,decrescente
8703,5214879,2020-08-04,20,NOVA IGUAÇU DE GOIÁS,0,0,,
8704,5215009,2020-08-04,13,NOVA VENEZA,0,0.14,,
8705,5215231,2020-08-04,103,NOVO GAMA,0,0.57,100,crescente
8706,5215306,2020-08-04,2,ORIZONA,1,,,
8707,5215504,2020-08-04,20,OUVIDOR,0,0,,
8708,5215603,2020-08-04,53,PADRE BERNARDO,0,0.29,100,crescente
8709,5215702,2020-08-04,77,PALMEIRAS DE GOIÁS,0,0.14,0,estavel
8710,5215900,2020-08-04,95,PALMINÓPOLIS,0,0,0,estavel
8711,5216007,2020-08-04,42,PANAMÁ,0,0,0,estavel
8712,5216304,2020-08-04,51,PARANAIGUARA,0,0,-100,decrescente
8713,5216403,2020-08-04,122,PARAÚNA,0,0,0,estavel
8714,5216809,2020-08-04,22,PETROLINA DE GOIÁS,0,0,0,estavel
8715,5217104,2020-08-04,93,PIRACANJUBA,0,0.29,Inf,crescente
8716,5217203,2020-08-04,33,PIRANHAS,0,0,-100,decrescente
8717,5217302,2020-08-04,3,PIRENÓPOLIS,0,,,
8718,5217401,2020-08-04,121,PIRES DO RIO,0,0.14,-88.89,decrescente
8719,5217609,2020-08-04,100,PLANALTINA,1,0.29,Inf,crescente
8720,5217708,2020-08-04,8,PONTALINA,0,0,,
8721,5218003,2020-08-04,69,PORANGATU,1,0.29,100,crescente
8722,5218052,2020-08-04,4,PORTEIRÃO,0,,,
8723,5218102,2020-08-04,82,PORTELÂNDIA,0,0,0,estavel
8724,5218300,2020-08-04,53,POSSE,0,0,0,estavel
8725,5218391,2020-08-04,116,PROFESSOR JAMIL,0,0,-100,decrescente
8726,5218508,2020-08-04,65,QUIRINÓPOLIS,0,0.14,0,estavel
8727,5218607,2020-08-04,20,RIALMA,0,0,,
8728,5218805,2020-08-04,97,RIO VERDE,2,1,133.33,crescente
8729,5218904,2020-08-04,67,RUBIATABA,0,0,0,estavel
8730,5219001,2020-08-04,43,SANCLERLÂNDIA,0,0.14,Inf,crescente
8731,5219100,2020-08-04,48,SANTA BÁRBARA DE GOIÁS,0,0,0,estavel
8732,5219308,2020-08-04,47,SANTA HELENA DE GOIÁS,1,0.43,200,crescente
8733,5219357,2020-08-04,11,SANTA ISABEL,0,0,,
8734,5219456,2020-08-04,21,SANTA RITA DO NOVO DESTINO,0,0,-100,decrescente
8735,5219506,2020-08-04,65,SANTA ROSA DE GOIÁS,0,0,0,estavel
8736,5219712,2020-08-04,48,SANTO ANTÔNIO DA BARRA,0,0.14,Inf,crescente
8737,5219738,2020-08-04,92,SANTO ANTÔNIO DE GOIÁS,0,0,0,estavel
8738,5219753,2020-08-04,84,SANTO ANTÔNIO DO DESCOBERTO,0,0.14,-66.67,decrescente
8739,5219902,2020-08-04,5,SÃO FRANCISCO DE GOIÁS,0,,,
8740,5220009,2020-08-04,75,SÃO JOÃO D'ALIANÇA,0,0,0,estavel
8741,5220108,2020-08-04,45,SÃO LUÍS DE MONTES BELOS,0,0,-100,decrescente
8742,5220157,2020-08-04,1,SÃO LUIZ DO NORTE,1,,,
8743,5220405,2020-08-04,72,SÃO SIMÃO,0,0,0,estavel
8744,5220454,2020-08-04,92,SENADOR CANEDO,0,0.43,-57.14,decrescente
8745,5220603,2020-08-04,52,SILVÂNIA,0,0,0,estavel
8746,5221007,2020-08-04,31,TAQUARAL DE GOIÁS,0,0,0,estavel
8747,5221197,2020-08-04,54,TEREZÓPOLIS DE GOIÁS,0,0,-100,decrescente
8748,5221304,2020-08-04,9,TRÊS RANCHOS,0,0,,
8749,5221403,2020-08-04,85,TRINDADE,2,0.86,0,estavel
8750,5221502,2020-08-04,30,TURVÂNIA,0,0,-100,decrescente
8751,5221551,2020-08-04,42,TURVELÂNDIA,0,0,0,estavel
8752,5221601,2020-08-04,68,URUAÇU,0,0.14,0,estavel
8753,5221700,2020-08-04,15,URUANA,0,0,,
8754,5221858,2020-08-04,130,VALPARAÍSO DE GOIÁS,0,0.57,-63.64,decrescente
8755,5222005,2020-08-04,29,VIANÓPOLIS,0,0,0,estavel
8756,5222054,2020-08-04,62,VICENTINÓPOLIS,0,0,-100,decrescente
8757,5222302,2020-08-04,38,VILA PROPÍCIO,0,0,-100,decrescente
8758,52,2020-08-05,135,GOIÁS,38,41.14,3.23,estavel
8759,5200050,2020-08-05,33,ABADIA DE GOIÁS,0,0.14,Inf,crescente
8760,5200100,2020-08-05,53,ABADIÂNIA,1,0.14,0,estavel
