,cd_geocmu,data,ordem_dia,localidade,novos_casos,MM7,variacao_per_MM7_14dias,tendencia_novos_casos
1891,5205406,2020-05-09,23,CERES,0,0.14,"-100,00",decrescente
1892,5205497,2020-05-09,39,CIDADE OCIDENTAL,0,0.14,"-200,00",decrescente
1893,5205703,2020-05-09,2,CÓRREGO DO OURO,-1,,,
1894,5205802,2020-05-09,2,CORUMBÁ DE GOIÁS,-1,,,
1895,5205901,2020-05-09,2,CORUMBAÍBA,0,,,
1896,5206206,2020-05-09,3,CRISTALINA,0,,,
1897,5207402,2020-05-09,2,EDÉIA,-1,,,
1898,5207535,2020-05-09,25,FAINA,0,"0,00","0,00",estavel
1899,5208004,2020-05-09,27,FORMOSA,0,0.29,"50,00",crescente
1900,5208509,2020-05-09,32,GOIANDIRA,0,"0,00",-Inf,decrescente
1901,5208608,2020-05-09,43,GOIANÉSIA,0,0.14,"-400,00",decrescente
1902,5208707,2020-05-09,59,GOIÂNIA,0,11.86,42.17,crescente
1903,5208806,2020-05-09,26,GOIANIRA,0,0.29,"100,00",crescente
1904,5209101,2020-05-09,32,GOIATUBA,0,0.71,"100,00",crescente
1905,5209200,2020-05-09,32,GUAPÓ,0,"0,00","0,00",estavel
1906,5209705,2020-05-09,2,HIDROLÂNDIA,0,,,
1907,5210000,2020-05-09,21,INHUMAS,0,0.14,"-200,00",decrescente
1908,5210109,2020-05-09,13,IPAMERI,0,0.14,,
1909,5210208,2020-05-09,3,IPORÁ,0,,,
1910,5210604,2020-05-09,28,ITAGUARU,0,0.14,"0,00",estavel
1911,5211503,2020-05-09,41,ITUMBIARA,0,1.29,77.78,crescente
1912,5211800,2020-05-09,15,JARAGUÁ,0,0.71,,
1913,5211909,2020-05-09,53,JATAÍ,0,2.71,89.47,crescente
1914,5212055,2020-05-09,12,JESÚPOLIS,0,0.14,,
1915,5212204,2020-05-09,3,JUSSARA,0,,,
1916,5212501,2020-05-09,46,LUZIÂNIA,0,0.29,"-100,00",decrescente
1917,5212808,2020-05-09,2,MARA ROSA,0,,,
1918,5213087,2020-05-09,3,MINAÇU,0,,,
1919,5213103,2020-05-09,16,MINEIROS,0,0.86,,
1920,5213756,2020-05-09,32,MONTIVIDIU,0,0.14,"100,00",crescente
1921,5213806,2020-05-09,15,MORRINHOS,0,"0,00",,
1922,5214507,2020-05-09,28,NERÓPOLIS,0,0.29,"50,00",crescente
1923,5214606,2020-05-09,14,NIQUELÂNDIA,0,0.14,,
1924,5214861,2020-05-09,33,NOVA GLÓRIA,0,"0,00","0,00",estavel
1925,5215009,2020-05-09,37,NOVA VENEZA,0,"0,00","0,00",estavel
1926,5215231,2020-05-09,17,NOVO GAMA,0,0.57,,
1927,5215900,2020-05-09,2,PALMINÓPOLIS,0,,,
1928,5216304,2020-05-09,40,PARANAIGUARA,0,"0,00","0,00",estavel
1929,5216403,2020-05-09,27,PARAÚNA,0,0.14,"-100,00",decrescente
1930,5217104,2020-05-09,3,PIRACANJUBA,0,,,
1931,5217302,2020-05-09,2,PIRENÓPOLIS,0,,,
1932,5217401,2020-05-09,32,PIRES DO RIO,0,"0,00","0,00",estavel
1933,5217609,2020-05-09,20,PLANALTINA,0,"1,00",,
1934,5218391,2020-05-09,30,PROFESSOR JAMIL,0,"0,00",-Inf,decrescente
1935,5218607,2020-05-09,29,RIALMA,0,0.29,"0,00",estavel
1936,5218805,2020-05-09,59,RIO VERDE,0,0.14,"0,00",estavel
1937,5219258,2020-05-09,9,SANTA FÉ DE GOIÁS,0,0.14,,
1938,5219308,2020-05-09,14,SANTA HELENA DE GOIÁS,0,"0,00",,
1939,5219753,2020-05-09,25,SANTO ANTÔNIO DO DESCOBERTO,0,0.43,33.33,crescente
1940,5220108,2020-05-09,37,SÃO LUÍS DE MONTES BELOS,0,0.14,"100,00",crescente
1941,5220454,2020-05-09,37,SENADOR CANEDO,0,"1,00",42.86,crescente
1942,5220603,2020-05-09,45,SILVÂNIA,0,"0,00","0,00",estavel
1943,5221403,2020-05-09,39,TRINDADE,0,1.43,"80,00",crescente
1944,5221601,2020-05-09,10,URUAÇU,0,1.29,,
1945,5221809,2020-05-09,3,URUTAÍ,0,,,
1946,5221858,2020-05-09,47,VALPARAÍSO DE GOIÁS,0,1.86,92.31,crescente
1947,5222005,2020-05-09,33,VIANÓPOLIS,0,"0,00","0,00",estavel
1948,5300108,2020-05-09,53,BRASÍLIA,318,158.57,79.55,crescente
1949,52,2020-05-10,60,GOIÁS,0,32.29,20.8,crescente
1950,5200258,2020-05-10,44,ÁGUAS LINDAS DE GOIÁS,0,"1,00",42.86,crescente
1951,5200308,2020-05-10,4,ALEXÂNIA,0,,,
1952,5200506,2020-05-10,30,ALOÂNDIA,0,"0,00","0,00",estavel
1953,5200605,2020-05-10,3,ALTO PARAÍSO DE GOIÁS,0,,,
1954,5201108,2020-05-10,56,ANÁPOLIS,0,"1,00",-28.57,decrescente
1955,5201207,2020-05-10,31,ANHANGUERA,0,"0,00","0,00",estavel
1956,5201306,2020-05-10,3,ANICUNS,0,,,
1957,5201405,2020-05-10,54,APARECIDA DE GOIÂNIA,0,2.57,44.44,crescente
1958,5201801,2020-05-10,26,ARAGOIÂNIA,0,"0,00","0,00",estavel
1959,5202809,2020-05-10,14,AVELINÓPOLIS,0,"0,00",,
1960,5203203,2020-05-10,18,BARRO ALTO,0,"0,00",,
1961,5203302,2020-05-10,33,BELA VISTA DE GOIÁS,0,0.71,"60,00",crescente
1962,5203500,2020-05-10,38,BOM JESUS DE GOIÁS,0,"0,00",-Inf,decrescente
1963,5203807,2020-05-10,4,BRITÂNIA,0,,,
1964,5204508,2020-05-10,32,CALDAS NOVAS,0,0.14,"100,00",crescente
1965,5204607,2020-05-10,40,CAMPESTRE DE GOIÁS,0,"0,00","0,00",estavel
1966,5204706,2020-05-10,17,CAMPINORTE,0,"0,00",,
1967,5204904,2020-05-10,6,CAMPOS BELOS,0,,,
1968,5205000,2020-05-10,24,CARMO DO RIO VERDE,0,"0,00",-Inf,decrescente
1969,5205109,2020-05-10,50,CATALÃO,0,0.14,"100,00",crescente
1970,5205208,2020-05-10,4,CATURAÍ,0,,,
1971,5205406,2020-05-10,24,CERES,0,0.14,"-100,00",decrescente
1972,5205497,2020-05-10,40,CIDADE OCIDENTAL,0,0.14,"-200,00",decrescente
1973,5205703,2020-05-10,3,CÓRREGO DO OURO,0,,,
1974,5205802,2020-05-10,3,CORUMBÁ DE GOIÁS,0,,,
1975,5205901,2020-05-10,3,CORUMBAÍBA,0,,,
1976,5206206,2020-05-10,4,CRISTALINA,0,,,
1977,5207402,2020-05-10,3,EDÉIA,0,,,
1978,5207535,2020-05-10,26,FAINA,0,"0,00","0,00",estavel
1979,5208004,2020-05-10,28,FORMOSA,0,0.29,"50,00",crescente
1980,5208509,2020-05-10,33,GOIANDIRA,0,"0,00",-Inf,decrescente
1981,5208608,2020-05-10,44,GOIANÉSIA,0,0.14,"-500,00",decrescente
1982,5208707,2020-05-10,60,GOIÂNIA,0,"9,00",-63.49,decrescente
1983,5208806,2020-05-10,27,GOIANIRA,0,0.29,"100,00",crescente
1984,5209101,2020-05-10,33,GOIATUBA,0,0.71,"100,00",crescente
1985,5209200,2020-05-10,33,GUAPÓ,0,"0,00","0,00",estavel
1986,5209705,2020-05-10,3,HIDROLÂNDIA,0,,,
1987,5210000,2020-05-10,22,INHUMAS,0,0.14,"-100,00",decrescente
1988,5210109,2020-05-10,14,IPAMERI,0,0.14,,
1989,5210208,2020-05-10,4,IPORÁ,0,,,
1990,5210604,2020-05-10,29,ITAGUARU,0,0.14,"100,00",crescente
1991,5211503,2020-05-10,42,ITUMBIARA,0,1.29,77.78,crescente
1992,5211800,2020-05-10,16,JARAGUÁ,0,0.71,,
1993,5211909,2020-05-10,54,JATAÍ,0,2.71,89.47,crescente
1994,5212055,2020-05-10,13,JESÚPOLIS,0,0.14,,
1995,5212204,2020-05-10,4,JUSSARA,0,,,
1996,5212501,2020-05-10,47,LUZIÂNIA,0,0.29,"0,00",estavel
1997,5212808,2020-05-10,3,MARA ROSA,0,,,
1998,5213087,2020-05-10,4,MINAÇU,0,,,
1999,5213103,2020-05-10,17,MINEIROS,0,0.71,,
2000,5213756,2020-05-10,33,MONTIVIDIU,0,0.14,"100,00",crescente
2001,5213806,2020-05-10,16,MORRINHOS,0,"0,00",,
2002,5214507,2020-05-10,29,NERÓPOLIS,0,0.29,"50,00",crescente
2003,5214606,2020-05-10,15,NIQUELÂNDIA,0,0.14,,
2004,5214861,2020-05-10,34,NOVA GLÓRIA,0,"0,00","0,00",estavel
2005,5215009,2020-05-10,38,NOVA VENEZA,0,"0,00","0,00",estavel
2006,5215231,2020-05-10,18,NOVO GAMA,0,0.57,,
2007,5215900,2020-05-10,3,PALMINÓPOLIS,0,,,
2008,5216304,2020-05-10,41,PARANAIGUARA,0,"0,00","0,00",estavel
2009,5216403,2020-05-10,28,PARAÚNA,0,0.14,"-100,00",decrescente
2010,5217104,2020-05-10,4,PIRACANJUBA,0,,,
2011,5217302,2020-05-10,3,PIRENÓPOLIS,0,,,
2012,5217401,2020-05-10,33,PIRES DO RIO,0,"0,00","0,00",estavel
2013,5217609,2020-05-10,21,PLANALTINA,0,"1,00",85.71,crescente
2014,5218391,2020-05-10,31,PROFESSOR JAMIL,0,"0,00",-Inf,decrescente
2015,5218607,2020-05-10,30,RIALMA,0,0.29,"0,00",estavel
2016,5218805,2020-05-10,60,RIO VERDE,0,0.14,"0,00",estavel
2017,5219258,2020-05-10,10,SANTA FÉ DE GOIÁS,0,0.14,,
2018,5219308,2020-05-10,15,SANTA HELENA DE GOIÁS,0,"0,00",,
2019,5219753,2020-05-10,26,SANTO ANTÔNIO DO DESCOBERTO,0,0.43,33.33,crescente
2020,5220108,2020-05-10,38,SÃO LUÍS DE MONTES BELOS,0,0.14,"100,00",crescente
2021,5220454,2020-05-10,38,SENADOR CANEDO,0,"1,00",42.86,crescente
2022,5220603,2020-05-10,46,SILVÂNIA,0,"0,00","0,00",estavel
2023,5221403,2020-05-10,40,TRINDADE,0,1.29,77.78,crescente
2024,5221601,2020-05-10,11,URUAÇU,0,1.29,,
2025,5221809,2020-05-10,4,URUTAÍ,0,,,
2026,5221858,2020-05-10,48,VALPARAÍSO DE GOIÁS,0,1.86,84.62,crescente
2027,5222005,2020-05-10,34,VIANÓPOLIS,0,"0,00","0,00",estavel
2028,5300108,2020-05-10,54,BRASÍLIA,0,144.29,81.58,crescente
2029,52,2020-05-11,61,GOIÁS,47,37.43,19.08,crescente
2030,5200258,2020-05-11,45,ÁGUAS LINDAS DE GOIÁS,2,1.29,66.67,crescente
2031,5200308,2020-05-11,5,ALEXÂNIA,0,,,
2032,5200506,2020-05-11,31,ALOÂNDIA,0,"0,00","0,00",estavel
2033,5200605,2020-05-11,4,ALTO PARAÍSO DE GOIÁS,-1,,,
2034,5201108,2020-05-11,57,ANÁPOLIS,-2,"1,00",28.57,crescente
2035,5201207,2020-05-11,32,ANHANGUERA,0,"0,00","0,00",estavel
2036,5201306,2020-05-11,4,ANICUNS,0,,,
2037,5201405,2020-05-11,55,APARECIDA DE GOIÂNIA,3,"3,00",47.62,crescente
2038,5201702,2020-05-11,1,ARAGARÇAS,1,,,
2039,5201801,2020-05-11,27,ARAGOIÂNIA,0,"0,00","0,00",estavel
2040,5202809,2020-05-11,15,AVELINÓPOLIS,-1,"0,00",,
2041,5203203,2020-05-11,19,BARRO ALTO,0,"0,00",,
2042,5203302,2020-05-11,34,BELA VISTA DE GOIÁS,0,0.71,"60,00",crescente
2043,5203500,2020-05-11,39,BOM JESUS DE GOIÁS,0,"0,00",-Inf,decrescente
2044,5203807,2020-05-11,5,BRITÂNIA,0,,,
2045,5204508,2020-05-11,33,CALDAS NOVAS,0,0.14,"100,00",crescente
2046,5204607,2020-05-11,41,CAMPESTRE DE GOIÁS,0,"0,00","0,00",estavel
2047,5204706,2020-05-11,18,CAMPINORTE,0,"0,00",,
2048,5204805,2020-05-11,1,CAMPO ALEGRE DE GOIÁS,1,,,
2049,5204904,2020-05-11,7,CAMPOS BELOS,0,1.29,,
2050,5205000,2020-05-11,25,CARMO DO RIO VERDE,0,"0,00",-Inf,decrescente
2051,5205109,2020-05-11,51,CATALÃO,-1,0.14,"100,00",crescente
2052,5205208,2020-05-11,5,CATURAÍ,0,,,
2053,5205406,2020-05-11,25,CERES,-1,0.14,"-100,00",decrescente
2054,5205497,2020-05-11,41,CIDADE OCIDENTAL,0,0.14,"0,00",estavel
2055,5205521,2020-05-11,1,COLINAS DO SUL,1,,,
2056,5205703,2020-05-11,4,CÓRREGO DO OURO,0,,,
2057,5205802,2020-05-11,4,CORUMBÁ DE GOIÁS,0,,,
2058,5205901,2020-05-11,4,CORUMBAÍBA,1,,,
2059,5206206,2020-05-11,5,CRISTALINA,1,,,
2060,5207402,2020-05-11,4,EDÉIA,0,,,
2061,5207535,2020-05-11,27,FAINA,0,"0,00","0,00",estavel
2062,5208004,2020-05-11,29,FORMOSA,0,0.29,"100,00",crescente
2063,5208509,2020-05-11,34,GOIANDIRA,0,"0,00",-Inf,decrescente
2064,5208608,2020-05-11,45,GOIANÉSIA,1,0.29,"-100,00",decrescente
2065,5208707,2020-05-11,61,GOIÂNIA,28,11.71,-63.41,decrescente
2066,5208806,2020-05-11,28,GOIANIRA,0,0.29,"100,00",crescente
2067,5209101,2020-05-11,34,GOIATUBA,0,0.71,"80,00",crescente
2068,5209200,2020-05-11,34,GUAPÓ,0,"0,00","0,00",estavel
2069,5209705,2020-05-11,4,HIDROLÂNDIA,0,,,
2070,5210000,2020-05-11,23,INHUMAS,1,0.29,"0,00",estavel
2071,5210109,2020-05-11,15,IPAMERI,0,0.14,,
2072,5210208,2020-05-11,5,IPORÁ,0,,,
2073,5210604,2020-05-11,30,ITAGUARU,-1,0.14,"100,00",crescente
2074,5211503,2020-05-11,43,ITUMBIARA,-4,1.29,77.78,crescente
2075,5211800,2020-05-11,17,JARAGUÁ,0,0.71,,
2076,5211909,2020-05-11,55,JATAÍ,0,2.43,88.24,crescente
2077,5212055,2020-05-11,14,JESÚPOLIS,0,0.14,,
2078,5212204,2020-05-11,5,JUSSARA,0,,,
2079,5212501,2020-05-11,48,LUZIÂNIA,1,0.43,33.33,crescente
2080,5212808,2020-05-11,4,MARA ROSA,-1,,,
2081,5213087,2020-05-11,5,MINAÇU,0,,,
2082,5213103,2020-05-11,18,MINEIROS,0,0.71,,
2083,5213756,2020-05-11,34,MONTIVIDIU,0,0.14,"100,00",crescente
2084,5213806,2020-05-11,17,MORRINHOS,0,"0,00",,
2085,5214507,2020-05-11,30,NERÓPOLIS,0,0.29,"0,00",estavel
2086,5214606,2020-05-11,16,NIQUELÂNDIA,-1,0.14,,
2087,5214861,2020-05-11,35,NOVA GLÓRIA,0,"0,00","0,00",estavel
2088,5215009,2020-05-11,39,NOVA VENEZA,0,"0,00","0,00",estavel
2089,5215231,2020-05-11,19,NOVO GAMA,2,0.86,,
2090,5215603,2020-05-11,1,PADRE BERNARDO,1,,,
2091,5215702,2020-05-11,1,PALMEIRAS DE GOIÁS,4,,,
2092,5215900,2020-05-11,4,PALMINÓPOLIS,0,,,
2093,5216304,2020-05-11,42,PARANAIGUARA,0,"0,00","0,00",estavel
2094,5216403,2020-05-11,29,PARAÚNA,0,0.14,"-100,00",decrescente
2095,5217104,2020-05-11,5,PIRACANJUBA,1,,,
2096,5217302,2020-05-11,4,PIRENÓPOLIS,0,,,
2097,5217401,2020-05-11,34,PIRES DO RIO,0,"0,00","0,00",estavel
2098,5217609,2020-05-11,22,PLANALTINA,1,1.14,"100,00",crescente
2099,5218003,2020-05-11,1,PORANGATU,1,,,
2100,5218391,2020-05-11,32,PROFESSOR JAMIL,0,"0,00",-Inf,decrescente
2101,5218607,2020-05-11,31,RIALMA,0,0.29,"0,00",estavel
2102,5218805,2020-05-11,61,RIO VERDE,5,0.86,66.67,crescente
2103,5219258,2020-05-11,11,SANTA FÉ DE GOIÁS,0,0.14,,
2104,5219308,2020-05-11,16,SANTA HELENA DE GOIÁS,-1,"0,00",,
2105,5219738,2020-05-11,1,SANTO ANTÔNIO DE GOIÁS,1,,,
2106,5219753,2020-05-11,27,SANTO ANTÔNIO DO DESCOBERTO,1,0.57,"25,00",crescente
2107,5220108,2020-05-11,39,SÃO LUÍS DE MONTES BELOS,-1,0.14,"100,00",crescente
2108,5220454,2020-05-11,39,SENADOR CANEDO,-2,"1,00",42.86,crescente
2109,5220603,2020-05-11,47,SILVÂNIA,-1,"0,00","0,00",estavel
2110,5221403,2020-05-11,41,TRINDADE,0,1.29,44.44,crescente
2111,5221601,2020-05-11,12,URUAÇU,1,1.43,,
2112,5221809,2020-05-11,5,URUTAÍ,0,,,
2113,5221858,2020-05-11,49,VALPARAÍSO DE GOIÁS,6,2.71,84.21,crescente
2114,5222005,2020-05-11,35,VIANÓPOLIS,0,"0,00","0,00",estavel
2115,5300108,2020-05-11,55,BRASÍLIA,207,"145,00",80.89,crescente
2116,52,2020-05-12,62,GOIÁS,15,30.86,-10.19,estavel
2117,5200258,2020-05-12,46,ÁGUAS LINDAS DE GOIÁS,1,1.43,"90,00",crescente
2118,5200308,2020-05-12,6,ALEXÂNIA,0,,,
2119,5200506,2020-05-12,32,ALOÂNDIA,0,"0,00","0,00",estavel
2120,5201108,2020-05-12,58,ANÁPOLIS,0,"1,00",28.57,crescente
2121,5201207,2020-05-12,33,ANHANGUERA,0,"0,00","0,00",estavel
2122,5201405,2020-05-12,56,APARECIDA DE GOIÂNIA,1,"2,00","0,00",estavel
2123,5201702,2020-05-12,2,ARAGARÇAS,0,,,
2124,5201801,2020-05-12,28,ARAGOIÂNIA,0,"0,00",-Inf,decrescente
2125,5203203,2020-05-12,20,BARRO ALTO,0,"0,00",,
2126,5203302,2020-05-12,35,BELA VISTA DE GOIÁS,0,0.71,"60,00",crescente
2127,5203500,2020-05-12,40,BOM JESUS DE GOIÁS,0,"0,00",-Inf,decrescente
2128,5203807,2020-05-12,6,BRITÂNIA,0,,,
2129,5204508,2020-05-12,34,CALDAS NOVAS,0,0.14,"100,00",crescente
2130,5204607,2020-05-12,42,CAMPESTRE DE GOIÁS,0,"0,00","0,00",estavel
2131,5204706,2020-05-12,19,CAMPINORTE,0,"0,00",,
2132,5204805,2020-05-12,2,CAMPO ALEGRE DE GOIÁS,0,,,
2133,5204904,2020-05-12,8,CAMPOS BELOS,0,1.14,,
2134,5205000,2020-05-12,26,CARMO DO RIO VERDE,0,"0,00",-Inf,decrescente
2135,5205109,2020-05-12,52,CATALÃO,0,0.14,"100,00",crescente
2136,5205208,2020-05-12,6,CATURAÍ,0,,,
2137,5205406,2020-05-12,26,CERES,0,0.14,"0,00",estavel
2138,5205497,2020-05-12,42,CIDADE OCIDENTAL,0,0.14,"-100,00",decrescente
2139,5205521,2020-05-12,2,COLINAS DO SUL,0,,,
2140,5205901,2020-05-12,5,CORUMBAÍBA,0,,,
2141,5206206,2020-05-12,6,CRISTALINA,0,,,
2142,5207535,2020-05-12,28,FAINA,0,"0,00","0,00",estavel
2143,5208004,2020-05-12,30,FORMOSA,0,0.29,"100,00",crescente
2144,5208509,2020-05-12,35,GOIANDIRA,0,"0,00",-Inf,decrescente
2145,5208608,2020-05-12,46,GOIANÉSIA,0,0.29,"-100,00",decrescente
2146,5208707,2020-05-12,62,GOIÂNIA,7,5.71,"-280,00",decrescente
2147,5208806,2020-05-12,29,GOIANIRA,0,0.29,"100,00",crescente
2148,5209101,2020-05-12,35,GOIATUBA,0,0.71,"80,00",crescente
2149,5209200,2020-05-12,35,GUAPÓ,0,"0,00","0,00",estavel
2150,5210000,2020-05-12,24,INHUMAS,0,0.29,"0,00",estavel
2151,5210109,2020-05-12,16,IPAMERI,0,0.14,,
2152,5210208,2020-05-12,6,IPORÁ,0,,,
2153,5210604,2020-05-12,31,ITAGUARU,0,0.14,"100,00",crescente
2154,5211503,2020-05-12,44,ITUMBIARA,0,1.29,77.78,crescente
2155,5211800,2020-05-12,18,JARAGUÁ,0,0.71,,
2156,5211909,2020-05-12,56,JATAÍ,0,2.43,88.24,crescente
2157,5212055,2020-05-12,15,JESÚPOLIS,0,0.14,,
2158,5212501,2020-05-12,49,LUZIÂNIA,0,0.43,-33.33,decrescente
2159,5212808,2020-05-12,5,MARA ROSA,1,,,
2160,5213087,2020-05-12,6,MINAÇU,0,,,
2161,5213103,2020-05-12,19,MINEIROS,0,0.71,,
2162,5213756,2020-05-12,35,MONTIVIDIU,0,0.14,"100,00",crescente
2163,5213806,2020-05-12,18,MORRINHOS,0,"0,00",,
2164,5214507,2020-05-12,31,NERÓPOLIS,0,0.29,"0,00",estavel
2165,5214606,2020-05-12,17,NIQUELÂNDIA,0,0.14,,
2166,5214861,2020-05-12,36,NOVA GLÓRIA,0,"0,00","0,00",estavel
2167,5215009,2020-05-12,40,NOVA VENEZA,0,"0,00","0,00",estavel
2168,5215231,2020-05-12,20,NOVO GAMA,0,0.86,,
2169,5215603,2020-05-12,2,PADRE BERNARDO,0,,,
2170,5215702,2020-05-12,2,PALMEIRAS DE GOIÁS,0,,,
2171,5215900,2020-05-12,5,PALMINÓPOLIS,0,,,
2172,5216403,2020-05-12,30,PARAÚNA,0,0.14,"-100,00",decrescente
2173,5217104,2020-05-12,6,PIRACANJUBA,0,,,
2174,5217401,2020-05-12,35,PIRES DO RIO,0,"0,00",-Inf,decrescente
2175,5217609,2020-05-12,23,PLANALTINA,0,1.14,"100,00",crescente
2176,5218003,2020-05-12,2,PORANGATU,0,,,
2177,5218391,2020-05-12,33,PROFESSOR JAMIL,0,"0,00",-Inf,decrescente
2178,5218607,2020-05-12,32,RIALMA,0,0.29,"0,00",estavel
2179,5218805,2020-05-12,62,RIO VERDE,-1,0.86,66.67,crescente
2180,5219258,2020-05-12,12,SANTA FÉ DE GOIÁS,0,0.14,,
2181,5219738,2020-05-12,2,SANTO ANTÔNIO DE GOIÁS,0,,,
2182,5219753,2020-05-12,28,SANTO ANTÔNIO DO DESCOBERTO,0,0.57,"25,00",crescente
2183,5220108,2020-05-12,40,SÃO LUÍS DE MONTES BELOS,0,0.14,"100,00",crescente
2184,5220454,2020-05-12,40,SENADOR CANEDO,0,"1,00",14.29,estavel
2185,5221403,2020-05-12,42,TRINDADE,1,1.43,"60,00",crescente
2186,5221601,2020-05-12,13,URUAÇU,0,1.43,,
2187,5221858,2020-05-12,50,VALPARAÍSO DE GOIÁS,6,3.14,81.82,crescente
2188,5222005,2020-05-12,36,VIANÓPOLIS,0,"0,00","0,00",estavel
2189,5300108,2020-05-12,56,BRASÍLIA,196,"173,00",77.37,crescente
2190,52,2020-05-13,63,GOIÁS,110,46.57,18.71,crescente
2191,5200258,2020-05-13,47,ÁGUAS LINDAS DE GOIÁS,3,1.86,61.54,crescente
2192,5200308,2020-05-13,7,ALEXÂNIA,0,0.14,,
2193,5200506,2020-05-13,33,ALOÂNDIA,0,"0,00","0,00",estavel
2194,5201108,2020-05-13,59,ANÁPOLIS,4,1.57,45.45,crescente
2195,5201207,2020-05-13,34,ANHANGUERA,0,"0,00","0,00",estavel
2196,5201405,2020-05-13,57,APARECIDA DE GOIÂNIA,8,3.14,-9.09,estavel
2197,5201702,2020-05-13,3,ARAGARÇAS,0,,,
2198,5201801,2020-05-13,29,ARAGOIÂNIA,0,"0,00",-Inf,decrescente
2199,5203203,2020-05-13,21,BARRO ALTO,0,"0,00",-Inf,decrescente
2200,5203302,2020-05-13,36,BELA VISTA DE GOIÁS,1,0.86,66.67,crescente
2201,5203401,2020-05-13,1,BOM JARDIM DE GOIÁS,1,,,
2202,5203500,2020-05-13,41,BOM JESUS DE GOIÁS,0,"0,00",-Inf,decrescente
2203,5203807,2020-05-13,7,BRITÂNIA,0,0.29,,
2204,5204300,2020-05-13,1,CAÇU,6,,,
2205,5204508,2020-05-13,35,CALDAS NOVAS,0,0.14,"100,00",crescente
2206,5204706,2020-05-13,20,CAMPINORTE,1,0.14,,
2207,5204805,2020-05-13,3,CAMPO ALEGRE DE GOIÁS,0,,,
2208,5204904,2020-05-13,9,CAMPOS BELOS,-1,1.14,,
2209,5205000,2020-05-13,27,CARMO DO RIO VERDE,0,"0,00",-Inf,decrescente
2210,5205109,2020-05-13,53,CATALÃO,0,0.14,"100,00",crescente
2211,5205208,2020-05-13,7,CATURAÍ,0,0.14,,
2212,5205406,2020-05-13,27,CERES,0,0.14,"0,00",estavel
2213,5205497,2020-05-13,43,CIDADE OCIDENTAL,-2,0.14,"-100,00",decrescente
2214,5205901,2020-05-13,6,CORUMBAÍBA,-1,,,
2215,5206206,2020-05-13,7,CRISTALINA,0,0.43,,
2216,5207253,2020-05-13,1,DOVERLÂNDIA,1,,,
2217,5207535,2020-05-13,29,FAINA,0,"0,00","0,00",estavel
2218,5208004,2020-05-13,31,FORMOSA,0,0.29,"100,00",crescente
2219,5208509,2020-05-13,36,GOIANDIRA,0,"0,00","0,00",estavel
2220,5208608,2020-05-13,47,GOIANÉSIA,3,0.71,"20,00",crescente
2221,5208707,2020-05-13,63,GOIÂNIA,80,17.14,-24.17,decrescente
2222,5208806,2020-05-13,30,GOIANIRA,1,0.43,"100,00",crescente
2223,5209101,2020-05-13,36,GOIATUBA,1,0.86,83.33,crescente
2224,5209200,2020-05-13,36,GUAPÓ,0,"0,00","0,00",estavel
2225,5210000,2020-05-13,25,INHUMAS,2,0.57,"50,00",crescente
2226,5210109,2020-05-13,17,IPAMERI,0,0.14,,
2227,5210208,2020-05-13,7,IPORÁ,0,0.14,,
2228,5210604,2020-05-13,32,ITAGUARU,0,0.14,"100,00",crescente
2229,5211206,2020-05-13,1,ITAPURANGA,3,,,
2230,5211503,2020-05-13,45,ITUMBIARA,0,1.29,77.78,crescente
2231,5211602,2020-05-13,1,IVOLÂNDIA,1,,,
2232,5211800,2020-05-13,19,JARAGUÁ,0,0.71,,
2233,5211909,2020-05-13,57,JATAÍ,1,2.57,88.89,crescente
2234,5212055,2020-05-13,16,JESÚPOLIS,0,0.14,,
2235,5212501,2020-05-13,50,LUZIÂNIA,-3,0.43,-33.33,decrescente
2236,5212808,2020-05-13,6,MARA ROSA,0,,,
2237,5213087,2020-05-13,7,MINAÇU,0,0.14,,
2238,5213103,2020-05-13,20,MINEIROS,2,"1,00",,
2239,5213756,2020-05-13,36,MONTIVIDIU,0,0.14,"100,00",crescente
2240,5213806,2020-05-13,19,MORRINHOS,0,"0,00",,
2241,5214507,2020-05-13,32,NERÓPOLIS,1,0.43,33.33,crescente
2242,5214606,2020-05-13,18,NIQUELÂNDIA,0,0.14,,
2243,5214861,2020-05-13,37,NOVA GLÓRIA,0,"0,00","0,00",estavel
2244,5215009,2020-05-13,41,NOVA VENEZA,0,"0,00","0,00",estavel
2245,5215231,2020-05-13,21,NOVO GAMA,0,0.86,16.67,crescente
2246,5215603,2020-05-13,3,PADRE BERNARDO,0,,,
2247,5215702,2020-05-13,3,PALMEIRAS DE GOIÁS,0,,,
2248,5215900,2020-05-13,6,PALMINÓPOLIS,0,,,
2249,5216403,2020-05-13,31,PARAÚNA,0,0.14,"-100,00",decrescente
2250,5217104,2020-05-13,7,PIRACANJUBA,1,0.57,,
2251,5217401,2020-05-13,36,PIRES DO RIO,0,"0,00",-Inf,decrescente
2252,5217609,2020-05-13,24,PLANALTINA,2,1.43,"60,00",crescente
2253,5218003,2020-05-13,3,PORANGATU,0,,,
2254,5218391,2020-05-13,34,PROFESSOR JAMIL,0,"0,00",-Inf,decrescente
2255,5218508,2020-05-13,1,QUIRINÓPOLIS,1,,,
2256,5218607,2020-05-13,33,RIALMA,0,0.29,"0,00",estavel
2257,5218805,2020-05-13,63,RIO VERDE,-8,0.86,"0,00",estavel
