,cd_geocmu,data,ordem_dia,localidade,novos_casos,MM7,variacao_per_MM7_14dias,tendencia_novos_casos
2258,5219258,2020-05-13,13,SANTA FÉ DE GOIÁS,0,0.14,,
2259,5219738,2020-05-13,3,SANTO ANTÔNIO DE GOIÁS,0,,,
2260,5219753,2020-05-13,29,SANTO ANTÔNIO DO DESCOBERTO,2,0.86,33.33,crescente
2261,5220108,2020-05-13,41,SÃO LUÍS DE MONTES BELOS,1,0.29,"100,00",crescente
2262,5220454,2020-05-13,41,SENADOR CANEDO,-1,"1,00",-14.29,estavel
2263,5220603,2020-05-13,48,SILVÂNIA,1,0.14,"100,00",crescente
2264,5221403,2020-05-13,43,TRINDADE,-2,1.43,"60,00",crescente
2265,5221601,2020-05-13,14,URUAÇU,0,1.43,,
2266,5221858,2020-05-13,51,VALPARAÍSO DE GOIÁS,-1,3.14,81.82,crescente
2267,5222005,2020-05-13,37,VIANÓPOLIS,0,"0,00","0,00",estavel
2268,5300108,2020-05-13,57,BRASÍLIA,0,153.29,75.12,crescente
2269,52,2020-05-14,64,GOIÁS,235,61.86,24.71,crescente
2270,5200258,2020-05-14,48,ÁGUAS LINDAS DE GOIÁS,-1,1.43,"40,00",crescente
2271,5200308,2020-05-14,8,ALEXÂNIA,0,"0,00",,
2272,5200506,2020-05-14,34,ALOÂNDIA,0,"0,00","0,00",estavel
2273,5201108,2020-05-14,60,ANÁPOLIS,2,0.86,-33.33,decrescente
2274,5201207,2020-05-14,35,ANHANGUERA,0,"0,00","0,00",estavel
2275,5201405,2020-05-14,58,APARECIDA DE GOIÂNIA,58,10.14,53.52,crescente
2276,5201504,2020-05-14,1,APORÉ,1,,,
2277,5201702,2020-05-14,4,ARAGARÇAS,0,,,
2278,5201801,2020-05-14,30,ARAGOIÂNIA,0,"0,00",-Inf,decrescente
2279,5203203,2020-05-14,22,BARRO ALTO,0,"0,00","0,00",estavel
2280,5203302,2020-05-14,37,BELA VISTA DE GOIÁS,3,0.57,"50,00",crescente
2281,5203500,2020-05-14,42,BOM JESUS DE GOIÁS,0,"0,00",-Inf,decrescente
2282,5203807,2020-05-14,8,BRITÂNIA,0,0.14,,
2283,5204300,2020-05-14,2,CAÇU,1,,,
2284,5204508,2020-05-14,36,CALDAS NOVAS,1,0.14,"100,00",crescente
2285,5204557,2020-05-14,1,CALDAZINHA,1,,,
2286,5204706,2020-05-14,21,CAMPINORTE,0,0.14,"0,00",estavel
2287,5204805,2020-05-14,4,CAMPO ALEGRE DE GOIÁS,0,,,
2288,5204904,2020-05-14,10,CAMPOS BELOS,6,1.14,,
2289,5205000,2020-05-14,28,CARMO DO RIO VERDE,0,"0,00",-Inf,decrescente
2290,5205109,2020-05-14,54,CATALÃO,1,0.14,"100,00",crescente
2291,5205208,2020-05-14,8,CATURAÍ,0,"0,00",,
2292,5205406,2020-05-14,28,CERES,0,0.14,"0,00",estavel
2293,5205471,2020-05-14,1,CHAPADÃO DO CÉU,1,,,
2294,5205497,2020-05-14,44,CIDADE OCIDENTAL,1,0.29,"0,00",estavel
2295,5205901,2020-05-14,7,CORUMBAÍBA,0,0.29,,
2296,5206206,2020-05-14,8,CRISTALINA,0,0.29,,
2297,5207535,2020-05-14,30,FAINA,0,"0,00","0,00",estavel
2298,5208004,2020-05-14,32,FORMOSA,2,0.29,"100,00",crescente
2299,5208509,2020-05-14,37,GOIANDIRA,0,"0,00",-Inf,decrescente
2300,5208608,2020-05-14,48,GOIANÉSIA,0,0.57,"0,00",estavel
2301,5208707,2020-05-14,64,GOIÂNIA,93,30.14,7.11,estavel
2302,5208806,2020-05-14,31,GOIANIRA,-1,0.29,"100,00",crescente
2303,5209101,2020-05-14,37,GOIATUBA,-1,0.43,66.67,crescente
2304,5209200,2020-05-14,37,GUAPÓ,0,"0,00","0,00",estavel
2305,5209705,2020-05-14,5,HIDROLÂNDIA,4,,,
2306,5210000,2020-05-14,26,INHUMAS,0,0.43,33.33,crescente
2307,5210109,2020-05-14,18,IPAMERI,0,"0,00",,
2308,5210208,2020-05-14,8,IPORÁ,0,"0,00",,
2309,5210604,2020-05-14,33,ITAGUARU,0,0.14,"100,00",crescente
2310,5211206,2020-05-14,2,ITAPURANGA,0,,,
2311,5211503,2020-05-14,46,ITUMBIARA,1,0.14,"100,00",crescente
2312,5211602,2020-05-14,2,IVOLÂNDIA,0,,,
2313,5211800,2020-05-14,20,JARAGUÁ,0,"0,00",,
2314,5211909,2020-05-14,58,JATAÍ,1,0.57,"25,00",crescente
2315,5212055,2020-05-14,17,JESÚPOLIS,1,0.14,,
2316,5212105,2020-05-14,1,JOVIÂNIA,1,,,
2317,5212501,2020-05-14,51,LUZIÂNIA,23,3.43,83.33,crescente
2318,5212808,2020-05-14,7,MARA ROSA,0,0.43,,
2319,5213087,2020-05-14,8,MINAÇU,3,0.43,,
2320,5213103,2020-05-14,21,MINEIROS,-3,0.43,-33.33,decrescente
2321,5213756,2020-05-14,37,MONTIVIDIU,0,"0,00","0,00",estavel
2322,5213806,2020-05-14,20,MORRINHOS,0,"0,00",,
2323,5214507,2020-05-14,33,NERÓPOLIS,-1,0.29,"-100,00",decrescente
2324,5214606,2020-05-14,19,NIQUELÂNDIA,0,"0,00",,
2325,5214861,2020-05-14,38,NOVA GLÓRIA,0,"0,00","0,00",estavel
2326,5215009,2020-05-14,42,NOVA VENEZA,0,"0,00","0,00",estavel
2327,5215231,2020-05-14,22,NOVO GAMA,6,1.14,"50,00",crescente
2328,5215702,2020-05-14,4,PALMEIRAS DE GOIÁS,1,,,
2329,5215900,2020-05-14,7,PALMINÓPOLIS,0,0.14,,
2330,5216304,2020-05-14,43,PARANAIGUARA,0,"0,00","0,00",estavel
2331,5216403,2020-05-14,32,PARAÚNA,0,"0,00","0,00",estavel
2332,5217104,2020-05-14,8,PIRACANJUBA,3,0.86,,
2333,5217401,2020-05-14,37,PIRES DO RIO,1,0.14,"-100,00",decrescente
2334,5217609,2020-05-14,25,PLANALTINA,2,0.71,"20,00",crescente
2335,5218003,2020-05-14,4,PORANGATU,4,,,
2336,5218391,2020-05-14,35,PROFESSOR JAMIL,0,"0,00",-Inf,decrescente
2337,5218508,2020-05-14,2,QUIRINÓPOLIS,0,,,
2338,5218607,2020-05-14,34,RIALMA,0,"0,00",-Inf,decrescente
2339,5218805,2020-05-14,64,RIO VERDE,4,1.29,33.33,crescente
2340,5219258,2020-05-14,14,SANTA FÉ DE GOIÁS,0,"0,00",,
2341,5219738,2020-05-14,4,SANTO ANTÔNIO DE GOIÁS,0,,,
2342,5219753,2020-05-14,30,SANTO ANTÔNIO DO DESCOBERTO,1,0.57,"50,00",crescente
2343,5220108,2020-05-14,42,SÃO LUÍS DE MONTES BELOS,0,0.29,"100,00",crescente
2344,5220405,2020-05-14,1,SÃO SIMÃO,1,,,
2345,5220454,2020-05-14,42,SENADOR CANEDO,8,1.14,12.5,estavel
2346,5220603,2020-05-14,49,SILVÂNIA,0,0.14,"100,00",crescente
2347,5221403,2020-05-14,44,TRINDADE,-1,0.43,-66.67,decrescente
2348,5221601,2020-05-14,15,URUAÇU,0,0.86,,
2349,5221858,2020-05-14,52,VALPARAÍSO DE GOIÁS,8,3.57,"72,00",crescente
2350,5222005,2020-05-14,38,VIANÓPOLIS,0,"0,00","0,00",estavel
2351,5300108,2020-05-14,58,BRASÍLIA,437,215.71,78.21,crescente
2352,52,2020-05-15,65,GOIÁS,145,78.86,45.29,crescente
2353,5200258,2020-05-15,49,ÁGUAS LINDAS DE GOIÁS,0,0.86,"0,00",estavel
2354,5200308,2020-05-15,9,ALEXÂNIA,0,"0,00",,
2355,5200506,2020-05-15,35,ALOÂNDIA,0,"0,00","0,00",estavel
2356,5201108,2020-05-15,61,ANÁPOLIS,0,0.86,"0,00",estavel
2357,5201207,2020-05-15,36,ANHANGUERA,0,"0,00","0,00",estavel
2358,5201405,2020-05-15,59,APARECIDA DE GOIÂNIA,7,"11,00",54.55,crescente
2359,5201702,2020-05-15,5,ARAGARÇAS,0,,,
2360,5201801,2020-05-15,31,ARAGOIÂNIA,0,"0,00",-Inf,decrescente
2361,5203203,2020-05-15,23,BARRO ALTO,0,"0,00","0,00",estavel
2362,5203302,2020-05-15,38,BELA VISTA DE GOIÁS,0,0.57,"50,00",crescente
2363,5203500,2020-05-15,43,BOM JESUS DE GOIÁS,0,"0,00",-Inf,decrescente
2364,5203807,2020-05-15,9,BRITÂNIA,0,"0,00",,
2365,5204300,2020-05-15,3,CAÇU,0,,,
2366,5204508,2020-05-15,37,CALDAS NOVAS,0,0.14,"100,00",crescente
2367,5204706,2020-05-15,22,CAMPINORTE,0,0.14,"100,00",crescente
2368,5204805,2020-05-15,5,CAMPO ALEGRE DE GOIÁS,0,,,
2369,5204904,2020-05-15,11,CAMPOS BELOS,1,"1,00",,
2370,5205000,2020-05-15,29,CARMO DO RIO VERDE,0,"0,00","0,00",estavel
2371,5205109,2020-05-15,55,CATALÃO,1,0.29,"100,00",crescente
2372,5205208,2020-05-15,9,CATURAÍ,0,"0,00",,
2373,5205406,2020-05-15,29,CERES,0,"0,00","0,00",estavel
2374,5205471,2020-05-15,2,CHAPADÃO DO CÉU,2,,,
2375,5205497,2020-05-15,45,CIDADE OCIDENTAL,1,0.29,"0,00",estavel
2376,5205901,2020-05-15,8,CORUMBAÍBA,0,0.14,,
2377,5206206,2020-05-15,9,CRISTALINA,0,0.14,,
2378,5207535,2020-05-15,31,FAINA,0,"0,00","0,00",estavel
2379,5208004,2020-05-15,33,FORMOSA,0,0.29,"100,00",crescente
2380,5208509,2020-05-15,38,GOIANDIRA,0,"0,00",-Inf,decrescente
2381,5208608,2020-05-15,49,GOIANÉSIA,0,0.57,"75,00",crescente
2382,5208707,2020-05-15,65,GOIÂNIA,115,46.14,41.18,crescente
2383,5208806,2020-05-15,32,GOIANIRA,0,0.14,"100,00",crescente
2384,5209101,2020-05-15,38,GOIATUBA,0,0.14,"0,00",estavel
2385,5209200,2020-05-15,38,GUAPÓ,0,"0,00","0,00",estavel
2386,5209705,2020-05-15,6,HIDROLÂNDIA,5,,,
2387,5210000,2020-05-15,27,INHUMAS,0,0.43,"100,00",crescente
2388,5210109,2020-05-15,19,IPAMERI,0,"0,00",,
2389,5210208,2020-05-15,9,IPORÁ,0,"0,00",,
2390,5210604,2020-05-15,34,ITAGUARU,0,"0,00","0,00",estavel
2391,5211206,2020-05-15,3,ITAPURANGA,0,,,
2392,5211503,2020-05-15,47,ITUMBIARA,0,0.14,"100,00",crescente
2393,5211602,2020-05-15,3,IVOLÂNDIA,0,,,
2394,5211800,2020-05-15,21,JARAGUÁ,0,"0,00",-Inf,decrescente
2395,5211909,2020-05-15,59,JATAÍ,3,0.71,"80,00",crescente
2396,5212055,2020-05-15,18,JESÚPOLIS,0,0.14,,
2397,5212105,2020-05-15,2,JOVIÂNIA,-1,,,
2398,5212501,2020-05-15,52,LUZIÂNIA,8,4.57,87.5,crescente
2399,5212808,2020-05-15,8,MARA ROSA,0,0.14,,
2400,5213087,2020-05-15,9,MINAÇU,0,0.43,,
2401,5213103,2020-05-15,22,MINEIROS,1,0.43,33.33,crescente
2402,5213756,2020-05-15,38,MONTIVIDIU,0,"0,00","0,00",estavel
2403,5213806,2020-05-15,21,MORRINHOS,0,"0,00",-Inf,decrescente
2404,5214507,2020-05-15,34,NERÓPOLIS,0,0.14,"-200,00",decrescente
2405,5214606,2020-05-15,20,NIQUELÂNDIA,0,"0,00",,
2406,5214861,2020-05-15,39,NOVA GLÓRIA,0,"0,00","0,00",estavel
2407,5215009,2020-05-15,43,NOVA VENEZA,0,"0,00","0,00",estavel
2408,5215231,2020-05-15,23,NOVO GAMA,0,1.14,"50,00",crescente
2409,5215702,2020-05-15,5,PALMEIRAS DE GOIÁS,0,,,
2410,5215900,2020-05-15,8,PALMINÓPOLIS,0,"0,00",,
2411,5216304,2020-05-15,44,PARANAIGUARA,0,"0,00","0,00",estavel
2412,5216403,2020-05-15,33,PARAÚNA,0,"0,00","0,00",estavel
2413,5217104,2020-05-15,9,PIRACANJUBA,-1,0.71,,
2414,5217401,2020-05-15,38,PIRES DO RIO,0,0.14,"-100,00",decrescente
2415,5217609,2020-05-15,26,PLANALTINA,0,0.71,"20,00",crescente
2416,5218003,2020-05-15,5,PORANGATU,0,,,
2417,5218391,2020-05-15,36,PROFESSOR JAMIL,0,"0,00","0,00",estavel
2418,5218508,2020-05-15,3,QUIRINÓPOLIS,0,,,
2419,5218607,2020-05-15,35,RIALMA,0,"0,00","0,00",estavel
2420,5218805,2020-05-15,65,RIO VERDE,1,1.43,"50,00",crescente
2421,5219258,2020-05-15,15,SANTA FÉ DE GOIÁS,0,"0,00",,
2422,5219738,2020-05-15,5,SANTO ANTÔNIO DE GOIÁS,0,,,
2423,5219753,2020-05-15,31,SANTO ANTÔNIO DO DESCOBERTO,0,0.57,"50,00",crescente
2424,5220108,2020-05-15,43,SÃO LUÍS DE MONTES BELOS,0,0.14,"100,00",crescente
2425,5220405,2020-05-15,2,SÃO SIMÃO,0,,,
2426,5220454,2020-05-15,43,SENADOR CANEDO,0,1.14,12.5,estavel
2427,5220603,2020-05-15,50,SILVÂNIA,0,0.14,"100,00",crescente
2428,5221403,2020-05-15,45,TRINDADE,3,0.57,"-25,00",decrescente
2429,5221601,2020-05-15,16,URUAÇU,0,0.14,,
2430,5221858,2020-05-15,53,VALPARAÍSO DE GOIÁS,1,"3,00",66.67,crescente
2431,5222005,2020-05-15,39,VIANÓPOLIS,0,"0,00","0,00",estavel
2432,5300108,2020-05-15,59,BRASÍLIA,371,218.43,68.8,crescente
2433,52,2020-05-16,66,GOIÁS,47,85.57,50.42,crescente
2434,5200258,2020-05-16,50,ÁGUAS LINDAS DE GOIÁS,2,1.14,"25,00",crescente
2435,5200308,2020-05-16,10,ALEXÂNIA,0,"0,00",,
2436,5200506,2020-05-16,36,ALOÂNDIA,0,"0,00","0,00",estavel
2437,5201108,2020-05-16,62,ANÁPOLIS,-1,0.86,16.67,crescente
2438,5201207,2020-05-16,37,ANHANGUERA,0,"0,00","0,00",estavel
2439,5201405,2020-05-16,60,APARECIDA DE GOIÂNIA,4,11.57,60.49,crescente
2440,5201454,2020-05-16,1,APARECIDA DO RIO DOCE,1,,,
2441,5201702,2020-05-16,6,ARAGARÇAS,0,,,
2442,5201801,2020-05-16,32,ARAGOIÂNIA,0,"0,00",-Inf,decrescente
2443,5203203,2020-05-16,24,BARRO ALTO,0,"0,00","0,00",estavel
2444,5203302,2020-05-16,39,BELA VISTA DE GOIÁS,-1,0.57,"50,00",crescente
2445,5203500,2020-05-16,44,BOM JESUS DE GOIÁS,0,"0,00",-Inf,decrescente
2446,5203807,2020-05-16,10,BRITÂNIA,0,"0,00",,
2447,5204300,2020-05-16,4,CAÇU,-1,,,
2448,5204508,2020-05-16,38,CALDAS NOVAS,0,0.14,"100,00",crescente
2449,5204706,2020-05-16,23,CAMPINORTE,0,0.14,"100,00",crescente
2450,5204805,2020-05-16,6,CAMPO ALEGRE DE GOIÁS,0,,,
2451,5204904,2020-05-16,12,CAMPOS BELOS,-1,"1,00",,
2452,5205000,2020-05-16,30,CARMO DO RIO VERDE,0,"0,00","0,00",estavel
2453,5205109,2020-05-16,56,CATALÃO,2,0.57,"100,00",crescente
2454,5205208,2020-05-16,10,CATURAÍ,0,"0,00",,
2455,5205406,2020-05-16,30,CERES,0,"0,00","0,00",estavel
2456,5205471,2020-05-16,3,CHAPADÃO DO CÉU,0,,,
2457,5205497,2020-05-16,46,CIDADE OCIDENTAL,0,0.29,"50,00",crescente
2458,5205901,2020-05-16,9,CORUMBAÍBA,0,0.14,,
2459,5206206,2020-05-16,10,CRISTALINA,0,0.14,,
2460,5207402,2020-05-16,5,EDÉIA,1,,,
2461,5207535,2020-05-16,32,FAINA,0,"0,00","0,00",estavel
2462,5208004,2020-05-16,34,FORMOSA,3,0.71,"100,00",crescente
2463,5208509,2020-05-16,39,GOIANDIRA,0,"0,00",-Inf,decrescente
2464,5208608,2020-05-16,50,GOIANÉSIA,1,0.71,"80,00",crescente
2465,5208707,2020-05-16,66,GOIÂNIA,17,48.57,42.94,crescente
2466,5208806,2020-05-16,33,GOIANIRA,0,0.14,"100,00",crescente
2467,5209101,2020-05-16,39,GOIATUBA,1,0.29,"50,00",crescente
2468,5209200,2020-05-16,39,GUAPÓ,0,"0,00","0,00",estavel
2469,5209705,2020-05-16,7,HIDROLÂNDIA,1,1.43,,
2470,5210000,2020-05-16,28,INHUMAS,0,0.43,"100,00",crescente
2471,5210109,2020-05-16,20,IPAMERI,0,"0,00",,
2472,5210208,2020-05-16,10,IPORÁ,0,"0,00",,
2473,5210604,2020-05-16,35,ITAGUARU,0,"0,00","0,00",estavel
2474,5211206,2020-05-16,4,ITAPURANGA,0,,,
2475,5211503,2020-05-16,48,ITUMBIARA,0,0.14,"100,00",crescente
2476,5211602,2020-05-16,4,IVOLÂNDIA,0,,,
2477,5211800,2020-05-16,22,JARAGUÁ,0,"0,00",-Inf,decrescente
2478,5211909,2020-05-16,60,JATAÍ,0,0.71,"40,00",crescente
2479,5212055,2020-05-16,19,JESÚPOLIS,0,0.14,,
2480,5212105,2020-05-16,3,JOVIÂNIA,0,,,
2481,5212501,2020-05-16,53,LUZIÂNIA,1,4.71,93.94,crescente
2482,5212808,2020-05-16,9,MARA ROSA,0,0.14,,
2483,5213087,2020-05-16,10,MINAÇU,0,0.43,,
2484,5213103,2020-05-16,23,MINEIROS,0,0.43,"100,00",crescente
2485,5213756,2020-05-16,39,MONTIVIDIU,0,"0,00","0,00",estavel
2486,5213806,2020-05-16,22,MORRINHOS,0,"0,00","0,00",estavel
2487,5214507,2020-05-16,35,NERÓPOLIS,0,0.14,"-200,00",decrescente
2488,5214606,2020-05-16,21,NIQUELÂNDIA,1,0.14,"0,00",estavel
2489,5214861,2020-05-16,40,NOVA GLÓRIA,3,0.43,"100,00",crescente
2490,5215009,2020-05-16,44,NOVA VENEZA,0,"0,00","0,00",estavel
2491,5215231,2020-05-16,24,NOVO GAMA,2,1.43,"60,00",crescente
2492,5215702,2020-05-16,6,PALMEIRAS DE GOIÁS,0,,,
2493,5215900,2020-05-16,9,PALMINÓPOLIS,0,"0,00",,
2494,5216304,2020-05-16,45,PARANAIGUARA,0,"0,00","0,00",estavel
2495,5216403,2020-05-16,34,PARAÚNA,0,"0,00","0,00",estavel
2496,5217104,2020-05-16,10,PIRACANJUBA,0,0.71,,
2497,5217401,2020-05-16,39,PIRES DO RIO,0,0.14,"-100,00",decrescente
2498,5217609,2020-05-16,27,PLANALTINA,0,0.71,"20,00",crescente
2499,5218003,2020-05-16,6,PORANGATU,1,,,
2500,5218391,2020-05-16,37,PROFESSOR JAMIL,0,"0,00","0,00",estavel
2501,5218508,2020-05-16,4,QUIRINÓPOLIS,0,,,
2502,5218607,2020-05-16,36,RIALMA,0,"0,00","0,00",estavel
2503,5218805,2020-05-16,66,RIO VERDE,3,1.86,61.54,crescente
2504,5219258,2020-05-16,16,SANTA FÉ DE GOIÁS,0,"0,00",,
2505,5219308,2020-05-16,17,SANTA HELENA DE GOIÁS,1,0.14,,
2506,5219738,2020-05-16,6,SANTO ANTÔNIO DE GOIÁS,0,,,
2507,5219753,2020-05-16,32,SANTO ANTÔNIO DO DESCOBERTO,0,0.57,"50,00",crescente
2508,5220108,2020-05-16,44,SÃO LUÍS DE MONTES BELOS,0,0.14,"100,00",crescente
2509,5220405,2020-05-16,3,SÃO SIMÃO,0,,,
2510,5220454,2020-05-16,44,SENADOR CANEDO,0,1.14,37.5,crescente
2511,5220603,2020-05-16,51,SILVÂNIA,0,0.14,"100,00",crescente
2512,5221403,2020-05-16,46,TRINDADE,2,0.86,16.67,crescente
2513,5221601,2020-05-16,17,URUAÇU,2,0.43,,
2514,5221858,2020-05-16,54,VALPARAÍSO DE GOIÁS,2,3.29,56.52,crescente
2515,5222005,2020-05-16,40,VIANÓPOLIS,0,"0,00","0,00",estavel
2516,5300108,2020-05-16,60,BRASÍLIA,353,223.43,69.5,crescente
2517,52,2020-05-17,67,GOIÁS,40,91.29,60.09,crescente
2518,5200258,2020-05-17,51,ÁGUAS LINDAS DE GOIÁS,0,1.14,"0,00",estavel
2519,5200308,2020-05-17,11,ALEXÂNIA,0,"0,00",,
2520,5200506,2020-05-17,37,ALOÂNDIA,0,"0,00","0,00",estavel
2521,5201108,2020-05-17,63,ANÁPOLIS,0,0.86,16.67,crescente
2522,5201207,2020-05-17,38,ANHANGUERA,0,"0,00","0,00",estavel
2523,5201405,2020-05-17,61,APARECIDA DE GOIÂNIA,2,11.86,61.45,crescente
2524,5201454,2020-05-17,2,APARECIDA DO RIO DOCE,0,,,
2525,5201702,2020-05-17,7,ARAGARÇAS,0,0.14,,
2526,5201801,2020-05-17,33,ARAGOIÂNIA,0,"0,00",-Inf,decrescente
2527,5203203,2020-05-17,25,BARRO ALTO,0,"0,00","0,00",estavel
2528,5203302,2020-05-17,40,BELA VISTA DE GOIÁS,0,0.57,"75,00",crescente
2529,5203500,2020-05-17,45,BOM JESUS DE GOIÁS,0,"0,00",-Inf,decrescente
2530,5203807,2020-05-17,11,BRITÂNIA,0,"0,00",,
2531,5204300,2020-05-17,5,CAÇU,0,,,
2532,5204508,2020-05-17,39,CALDAS NOVAS,0,0.14,"100,00",crescente
2533,5204706,2020-05-17,24,CAMPINORTE,0,0.14,"100,00",crescente
2534,5204805,2020-05-17,7,CAMPO ALEGRE DE GOIÁS,0,0.14,,
2535,5204904,2020-05-17,13,CAMPOS BELOS,0,"1,00",,
2536,5205000,2020-05-17,31,CARMO DO RIO VERDE,0,"0,00","0,00",estavel
2537,5205109,2020-05-17,57,CATALÃO,0,0.57,"100,00",crescente
2538,5205208,2020-05-17,11,CATURAÍ,0,"0,00",,
2539,5205406,2020-05-17,31,CERES,0,"0,00","0,00",estavel
2540,5205471,2020-05-17,4,CHAPADÃO DO CÉU,0,,,
2541,5205497,2020-05-17,47,CIDADE OCIDENTAL,0,0.29,"50,00",crescente
2542,5205901,2020-05-17,10,CORUMBAÍBA,0,0.14,,
2543,5206206,2020-05-17,11,CRISTALINA,0,0.14,,
2544,5207402,2020-05-17,6,EDÉIA,0,,,
2545,5207535,2020-05-17,33,FAINA,0,"0,00","0,00",estavel
2546,5208004,2020-05-17,35,FORMOSA,0,0.71,"100,00",crescente
2547,5208509,2020-05-17,40,GOIANDIRA,0,"0,00",-Inf,decrescente
2548,5208608,2020-05-17,51,GOIANÉSIA,0,0.71,"100,00",crescente
2549,5208707,2020-05-17,67,GOIÂNIA,31,"53,00",58.49,crescente
2550,5208806,2020-05-17,34,GOIANIRA,0,0.14,"100,00",crescente
2551,5209101,2020-05-17,40,GOIATUBA,0,0.29,"50,00",crescente
2552,5209200,2020-05-17,40,GUAPÓ,0,"0,00","0,00",estavel
2553,5209705,2020-05-17,8,HIDROLÂNDIA,0,1.43,,
2554,5210000,2020-05-17,29,INHUMAS,0,0.43,"100,00",crescente
2555,5210109,2020-05-17,21,IPAMERI,0,"0,00",-Inf,decrescente
2556,5210208,2020-05-17,11,IPORÁ,0,"0,00",,
2557,5210604,2020-05-17,36,ITAGUARU,0,"0,00","0,00",estavel
2558,5211206,2020-05-17,5,ITAPURANGA,0,,,
2559,5211503,2020-05-17,49,ITUMBIARA,0,0.14,"100,00",crescente
2560,5211602,2020-05-17,5,IVOLÂNDIA,0,,,
2561,5211800,2020-05-17,23,JARAGUÁ,0,"0,00",-Inf,decrescente
2562,5211909,2020-05-17,61,JATAÍ,0,0.71,"40,00",crescente
2563,5212055,2020-05-17,20,JESÚPOLIS,0,0.14,,
2564,5212105,2020-05-17,4,JOVIÂNIA,0,,,
2565,5212501,2020-05-17,54,LUZIÂNIA,0,4.71,93.94,crescente
2566,5212808,2020-05-17,10,MARA ROSA,0,0.14,,
2567,5213087,2020-05-17,11,MINAÇU,0,0.43,,
2568,5213103,2020-05-17,24,MINEIROS,0,0.43,66.67,crescente
2569,5213756,2020-05-17,40,MONTIVIDIU,0,"0,00","0,00",estavel
2570,5213806,2020-05-17,23,MORRINHOS,0,"0,00","0,00",estavel
2571,5214507,2020-05-17,36,NERÓPOLIS,0,0.14,"-200,00",decrescente
2572,5214606,2020-05-17,22,NIQUELÂNDIA,0,0.14,"100,00",crescente
2573,5214861,2020-05-17,41,NOVA GLÓRIA,0,0.43,"100,00",crescente
2574,5215009,2020-05-17,45,NOVA VENEZA,0,"0,00","0,00",estavel
2575,5215231,2020-05-17,25,NOVO GAMA,0,1.43,"60,00",crescente
2576,5215702,2020-05-17,7,PALMEIRAS DE GOIÁS,0,0.71,,
2577,5215900,2020-05-17,10,PALMINÓPOLIS,0,"0,00",,
2578,5216304,2020-05-17,46,PARANAIGUARA,0,"0,00","0,00",estavel
2579,5216403,2020-05-17,35,PARAÚNA,0,"0,00","0,00",estavel
2580,5217104,2020-05-17,11,PIRACANJUBA,0,0.71,,
2581,5217401,2020-05-17,40,PIRES DO RIO,0,0.14,"-100,00",decrescente
2582,5217609,2020-05-17,28,PLANALTINA,0,0.71,"20,00",crescente
2583,5218003,2020-05-17,7,PORANGATU,0,0.86,,
2584,5218391,2020-05-17,38,PROFESSOR JAMIL,0,"0,00","0,00",estavel
2585,5218508,2020-05-17,5,QUIRINÓPOLIS,0,,,
2586,5218607,2020-05-17,37,RIALMA,0,"0,00","0,00",estavel
2587,5218805,2020-05-17,67,RIO VERDE,2,2.14,66.67,crescente
2588,5219258,2020-05-17,17,SANTA FÉ DE GOIÁS,0,"0,00",,
2589,5219308,2020-05-17,18,SANTA HELENA DE GOIÁS,0,0.14,,
2590,5219738,2020-05-17,7,SANTO ANTÔNIO DE GOIÁS,0,0.14,,
2591,5219753,2020-05-17,33,SANTO ANTÔNIO DO DESCOBERTO,0,0.57,"50,00",crescente
2592,5220108,2020-05-17,45,SÃO LUÍS DE MONTES BELOS,0,0.14,"100,00",crescente
2593,5220405,2020-05-17,4,SÃO SIMÃO,0,,,
2594,5220454,2020-05-17,45,SENADOR CANEDO,0,1.14,37.5,crescente
2595,5220603,2020-05-17,52,SILVÂNIA,0,0.14,"100,00",crescente
2596,5221403,2020-05-17,47,TRINDADE,0,0.86,"0,00",estavel
2597,5221601,2020-05-17,18,URUAÇU,0,0.43,,
2598,5221858,2020-05-17,55,VALPARAÍSO DE GOIÁS,5,"4,00",71.43,crescente
2599,5222005,2020-05-17,41,VIANÓPOLIS,0,"0,00","0,00",estavel
2600,5300108,2020-05-17,61,BRASÍLIA,0,223.43,64.64,crescente
2601,52,2020-05-18,68,GOIÁS,89,97.29,67.25,crescente
2602,5200258,2020-05-18,52,ÁGUAS LINDAS DE GOIÁS,4,1.43,"20,00",crescente
2603,5200308,2020-05-18,12,ALEXÂNIA,0,"0,00",,
2604,5200506,2020-05-18,38,ALOÂNDIA,0,"0,00","0,00",estavel
2605,5201108,2020-05-18,64,ANÁPOLIS,18,3.43,79.17,crescente
2606,5201207,2020-05-18,39,ANHANGUERA,0,"0,00","0,00",estavel
2607,5201405,2020-05-18,62,APARECIDA DE GOIÂNIA,17,13.86,68.04,crescente
2608,5201454,2020-05-18,3,APARECIDA DO RIO DOCE,0,,,
2609,5201702,2020-05-18,8,ARAGARÇAS,0,"0,00",,
2610,5201801,2020-05-18,34,ARAGOIÂNIA,0,"0,00",-Inf,decrescente
2611,5203203,2020-05-18,26,BARRO ALTO,1,0.14,"100,00",crescente
2612,5203302,2020-05-18,41,BELA VISTA DE GOIÁS,2,0.86,83.33,crescente
2613,5203500,2020-05-18,46,BOM JESUS DE GOIÁS,1,0.14,"0,00",estavel
2614,5203807,2020-05-18,12,BRITÂNIA,0,"0,00",,
2615,5204300,2020-05-18,6,CAÇU,0,,,
